Sample,Taxon,Population,Country,Specific.Locality,Sample.Number,Latitude,Longitude,Genbank,Citation,loc_3_1,loc_3_2,loc_12_1,loc_12_2,loc_26_1,loc_26_2,loc_27_1,loc_27_2,loc_34_1,loc_34_2,loc_43_1,loc_43_2,loc_55_1,loc_55_2,loc_56_1,loc_56_2,loc_66_1,loc_66_2,loc_78_1,loc_78_2,loc_c139_1,loc_c139_2,loc_c162_1,loc_c162_2,loc_c233_1,loc_c233_2,loc_c142_1,loc_c142_2
Ccaffra3p3G,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Badfontein, Rouxville",BE-55721,-30.65725,26.54752,MT003521,Wogan et al. 2020,324,324,366,366,313,341,340,340,119,123,291,307,303,307,198,254,312,317,198,254,321,321,252,252,94,94,174,178
Ccaffra3p4C,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Badfontein, Rouxville",BE-55719,-30.65725,26.54752,MT003353,Wogan et al. 2020,316,324,390,390,349,353,344,356,119,123,295,315,286,311,210,246,312,342,210,246,325,325,280,280,94,94,174,178
Ccaffra2p12B,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Bramleyshoek, Clarens",BE-21925,-28.43333333,28.51666667,MT003334,Wogan et al. 2020,316,320,398,398,329,349,340,348,119,131,291,291,311,311,190,214,302,317,190,214,325,325,268,268,98,98,174,178
Ccaffra3p4E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Bramleyshoek, Clarens",BE-21926,-28.43333333,28.51666667,na,Wogan et al. 2020,320,320,398,410,317,325,344,348,95,131,287,311,286,323,186,256,312,312,186,258,321,329,276,276,98,98,174,178
Ccaffra1p9E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Denmark, Rouxville",BD-81371,-30.5667,26.7833,MT003383,Wogan et al. 2020,316,320,386,390,329,345,344,344,123,123,295,303,315,315,218,254,322,322,218,254,325,325,264,264,90,90,174,194
Ccaffra1p9F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Denmark, Rouxville",BD-81367,-30.5667,26.7833,MT003432,Wogan et al. 2020,320,320,382,386,349,349,348,348,91,135,283,299,311,319,234,250,302,317,234,250,329,329,260,260,-9,-9,170,178
Ccaffra1p9G,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Denmark, Rouxville",BD-81370,-30.5667,26.7833,MT003471,Wogan et al. 2020,304,312,378,382,337,349,344,416,127,131,279,287,307,315,238,250,302,317,238,250,321,325,260,288,106,106,170,174
Ccaffra3p4F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Denmark, Rouxville",FA-76213,-30.5667,26.7833,na,Wogan et al. 2020,312,320,386,386,345,353,340,340,131,135,287,303,307,315,234,238,312,317,234,238,321,329,268,268,-9,-9,174,174
Ccaffra1p10F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, General Cronje Str, Oliewenhuis, Franklin G.R., Bloemfontein",BH-72834,-29.1,26.21666667,MT003427,Wogan et al. 2020,320,320,378,386,345,345,312,340,131,131,283,295,307,315,198,210,312,317,198,210,325,325,248,248,98,98,178,186
Ccaffra4p10B,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Harrismith District, Geluksdal Farm",MSB_39264 [177176],-27.89973333,29.40533333,MT003420,Wogan et al. 2020,320,320,390,390,321,337,336,336,131,131,279,287,311,315,226,242,322,327,-9,-9,329,333,252,252,98,110,174,194
Ccaffra4p10G,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Harrismith District, Geluksdal Farm",MSB_39265 [177145],-27.90135,29.3939,MT003425,Wogan et al. 2020,316,320,390,390,321,329,336,344,91,91,279,283,282,286,238,254,312,312,?,181,321,325,256,284,90,94,170,174
Ccaffra4p11B,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Harrismith District, Geluksdal Farm",MSB_39243 [177159],-27.90285,29.39383333,MT003448,Wogan et al. 2020,304,312,382,382,333,349,344,396,91,91,291,311,311,363,202,230,312,322,-9,-9,325,329,232,232,90,94,170,182
Ccaffra4p10C,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Harrismith District, Scotland Farm",MSB_39245 [177197],-27.98173333,29.6203,MT003384,Wogan et al. 2020,320,320,386,386,329,349,344,400,91,143,283,283,282,286,250,266,312,312,-9,-9,325,325,272,272,98,102,178,186
Ccaffra4p10H,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Harrismith District, Scotland Farm",MSB_39246 [177195],-27.98173333,29.6203,MT003395,Wogan et al. 2020,320,320,386,386,345,345,340,344,99,143,291,291,286,315,250,258,322,322,-9,-9,325,325,-9,-9,94,98,186,194
Ccaffra4p11A,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Harrismith District, Scotland Farm",MSB_39244 [177196],-27.98313333,29.6205,MT003413,Wogan et al. 2020,320,320,382,386,329,345,344,400,99,111,283,291,282,286,250,266,312,312,-9,-9,325,325,272,272,-9,98,178,186
Ccaffra4p11C,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Harrismith District, Scotland Farm",MSB_39247 [177193],-27.98313333,29.6205,MT003411,Wogan et al. 2020,316,324,394,398,345,345,344,344,91,123,287,291,282,319,210,250,307,322,-9,-9,317,317,252,252,102,114,186,194
Ccaffra4p11D,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Harrismith District, Scotland Farm",MSB_39492 [177192],-27.98173333,29.6203,MT003409,Wogan et al. 2020,312,312,398,398,345,353,336,344,91,131,291,315,303,303,202,210,312,322,-9,-9,325,325,260,?,90,90,178,194
Ccaffra2p12D,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Kalkwal, Brandfort",BE-21921,-28.83333333,26.18333333,MT003372,Wogan et al. 2020,320,320,370,370,325,361,348,352,119,123,295,295,307,307,206,234,292,327,206,234,321,321,232,252,98,98,178,194
Ccaffra3p1F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Kalkwal, Brandfort",BE-21920,-28.83333333,26.18333333,MT003480,Wogan et al. 2020,316,336,386,386,341,341,340,348,123,127,295,331,307,319,206,206,287,302,206,206,321,321,248,248,98,98,182,194
Ccaffra3p2A,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Kalkwal, Brandfort",CV-10098,-28.83333333,26.18333333,MT003556,Wogan et al. 2020,320,320,366,398,321,333,300,316,127,131,299,315,311,319,206,206,312,332,206,206,321,329,252,252,-9,-9,174,178
Ccaffra1p9H,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Kalkwall ",GO-81,-28.0942,26.1878,MT003493,Wogan et al. 2020,320,320,362,386,341,361,340,344,99,99,287,319,286,367,222,254,317,332,222,254,317,325,276,280,-9,-9,178,186
Ccaffra1p10A,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Kannabos, Ficksburg",FA-73185,-28.8333,27.7,MT003341,Wogan et al. 2020,320,320,382,382,341,341,354,360,99,123,283,283,315,315,198,254,292,312,198,254,325,325,272,272,90,98,174,174
Ccaffra1p10B,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Kannabos, Ficksburg",FA-73186,-28.8333,27.7,na,Wogan et al. 2020,304,304,398,398,357,377,336,344,91,115,287,295,319,359,210,210,307,317,210,210,329,329,232,232,94,98,174,186
Ccaffra3p3B,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Karreefontein, Brandfort",BE-55710,-28.8823,26.38836,MT003473,Wogan et al. 2020,312,312,378,378,329,329,340,340,127,127,287,327,303,315,206,210,302,307,206,210,329,329,268,268,98,98,174,182
Ccaffra3p2B,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Mnt Everest NR, Harrismith",BE-21929,-28.16666667,29.16666667,MT003393,Wogan et al. 2020,320,320,394,394,345,377,336,396,131,131,279,283,311,315,190,250,312,342,190,254,313,329,256,256,90,102,174,178
Ccaffra1p10C,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Noord Bramant, Golden Gate National Park",BD-81366,-28.5,28.5667,MT003552,Wogan et al. 2020,320,324,398,398,321,349,340,348,91,123,295,319,286,319,186,234,292,312,186,234,317,317,272,276,90,90,170,174
Ccaffra3p1E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Oliewenhuis, Bloemfontein",BE-21915,-29.1,26.21666667,MT003538,Wogan et al. 2020,312,324,382,382,341,349,340,340,119,139,315,315,303,363,242,250,312,337,242,250,329,329,276,276,94,94,170,174
Ccaffra3p6A,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville",GAV-3799,-30.85777778,27.02666667,MT003338,Wogan et al. 2020,316,316,386,386,349,353,340,344,-9,-9,279,291,311,387,214,250,312,317,186,-9,317,329,-9,-9,-9,-9,174,198
Ccaffra3p6C,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville",GAV-3767,-30.85777778,27.02666667,MT003336,Wogan et al. 2020,316,316,362,362,337,353,340,344,115,115,287,331,303,319,190,218,317,322,274,-9,321,325,-9,-9,-9,-9,174,178
Ccaffra3p6D,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville",JWH-401,-30.85777778,27.02666667,MT003375,Wogan et al. 2020,316,320,378,382,377,381,340,340,127,127,291,311,315,319,202,206,312,347,-9,246,321,321,-9,-9,-9,-9,178,178
Ccaffra3p6E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville",GAV-3768,-30.85777778,27.02666667,MT003390,Wogan et al. 2020,316,316,386,394,317,325,340,352,123,131,287,303,311,315,202,254,292,317,-9,238,325,325,-9,-9,-9,-9,170,186
Ccaffra3p7B,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville",JWH-358,-30.85777778,27.02666667,MT003364,Wogan et al. 2020,304,312,386,386,313,357,312,344,123,131,287,287,315,315,186,250,317,317,-9,-9,321,325,-9,-9,-9,-9,174,192
Ccaffra3p7D,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville",GAV-3781,-30.85777778,27.02666667,MT003327,Wogan et al. 2020,320,320,378,378,341,353,344,348,91,91,219,291,286,311,222,250,307,317,-9,-9,321,321,-9,-9,-9,-9,178,186
Ccaffra3p7E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville",GAV-3758,-30.85777778,27.02666667,MT003358,Wogan et al. 2020,304,316,362,362,305,349,340,344,135,135,291,295,303,343,210,226,-9,-9,186,NA,325,325,-9,-9,90,94,186,190
Ccaffra3p7F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville",GAV-3780,-30.85777778,27.02666667,na,Wogan et al. 2020,316,320,362,390,357,361,340,348,99,119,271,287,307,319,202,210,322,322,-9,-9,317,321,-9,-9,-9,-9,186,186
Ccaffra3p7G,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville",JWH-359,-30.85777778,27.02666667,na,Wogan et al. 2020,316,316,362,374,361,361,344,348,91,91,287,287,315,315,226,266,332,347,-9,-9,317,321,-9,-9,98,98,186,186
Ccaffra4p10A,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville District, Zeekoegat",MSB_30215 [174306],-30.5072,26.61515,MT003479,Wogan et al. 2020,316,316,362,382,329,353,344,352,91,139,283,287,303,311,202,250,312,312,156,-9,325,329,276,276,94,98,178,178
Ccaffra4p10E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville District, Zeekoegat",MSB_30216 [174315],-30.50808333,26.6154,MT003476,Wogan et al. 2020,304,336,378,394,321,349,336,340,99,135,283,299,311,319,202,234,302,317,-9,-9,325,325,-9,-9,94,94,178,178
Ccaffra4p11E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Rouxville District, Zeekoegat",MSB_30212 [174133],-30.5072,26.61515,MT003403,Wogan et al. 2020,320,320,378,378,325,353,340,344,91,135,327,331,311,343,230,294,312,327,-9,-9,317,321,276,276,94,98,174,178
Ccaffra3p3D,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Stolzkraal, Rouxville",BE-55711,-30.49387,26.81985,MT003392,Wogan et al. 2020,316,320,386,386,341,357,348,348,91,99,287,287,307,323,186,202,307,317,186,202,321,321,256,256,102,102,170,178
Ccaffra1p10D,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, The Willows, Rouxville",FA-76224,-30.6,26.7667,MT003482,Wogan et al. 2020,320,320,378,378,341,349,336,344,99,131,287,295,303,383,230,254,317,317,230,254,321,321,280,280,94,94,174,174
Ccaffra1p10E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, The Willows, Rouxville",FA-76222,-30.6,26.7667,MT003308,Wogan et al. 2020,320,320,386,398,345,349,340,348,119,127,319,328,282,315,226,226,312,312,226,226,329,329,252,252,98,106,174,178
Ccaffra3p3E,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, The Willows, Rouxville",BE-55712,-30.6015,26.76788,MT003559,Wogan et al. 2020,312,316,362,362,345,357,336,400,123,123,271,327,290,319,222,250,312,317,222,250,313,325,260,272,94,94,174,178
Ccaffra4p10D,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Wesselsbron District, Brakfontein Private Nature Reserve",MSB_30214 [174178],-28.0433,26.29588333,MT003421,Wogan et al. 2020,320,320,386,386,349,361,340,348,91,123,291,291,286,319,206,234,317,342,-9,-9,325,325,-9,-9,94,98,170,174
Ccaffra4p10F,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Wesselsbron District, Brakfontein Private Nature Reserve",MSB_30213 [174137],-28.0433,26.29588333,MT003385,Wogan et al. 2020,320,320,390,390,349,353,340,344,91,123,283,283,286,319,206,238,317,342,-9,-9,325,325,-9,-9,94,94,170,178
Ccaffra1p9D,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Wilgenhof, Gloden Gate National Park",BD-81358,-28.4833,28.5833,MT003529,Wogan et al. 2020,316,320,386,390,329,353,340,432,123,135,283,295,286,307,234,254,312,317,234,254,317,329,272,280,98,106,178,178
Ccaffra1p10G,Cossypha caffra caffra,SouthAfrica_FreeState,South Africa,"Free State, Wilgenhof, Gloden Gate National Park",BD-81364,-28.4833,28.5833,MT003304,Wogan et al. 2020,316,320,390,390,329,337,344,354,119,123,291,295,282,315,214,238,317,317,214,238,321,321,252,280,94,98,178,178
Ccaffra1p10H,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Boschenvaal",FB-00958,-26.7833,27.75,MT003484,Wogan et al. 2020,316,316,378,398,357,357,354,449,91,123,283,291,307,319,246,254,292,327,246,254,321,321,272,272,94,110,174,206
Ccaffra3p1A,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, EcoPark, Newcastle",FH-50971,-27.7722,30.01,MT003365,Wogan et al. 2020,320,324,390,390,317,349,284,284,127,127,283,283,319,319,186,250,327,337,186,250,325,325,264,280,98,98,174,182
Ccaffra1p11A,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Ezemvelo NR, Bronkhorstspruit",FB-03940,-25.7,28.4333,MT003354,Wogan et al. 2020,320,320,390,390,357,377,336,344,91,135,271,295,315,319,202,258,312,337,202,258,321,325,224,252,94,98,174,190
Ccaffra1p11B,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Holfontein",FH-43308,-26.7167,27.6333,MT003447,Wogan et al. 2020,312,320,386,386,353,373,344,352,91,91,287,291,319,319,242,262,312,317,242,262,325,325,272,272,94,94,178,190
Ccaffra1p11C,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Holfontein",FH-43321,-26.7167,27.6333,MT003490,Wogan et al. 2020,348,348,378,378,349,361,344,344,91,127,287,287,307,311,202,242,317,317,202,242,321,321,272,272,94,98,178,190
Ccaffra1p11D,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Holfontein",FH-46792,-26.7167,27.6333,MT003303,Wogan et al. 2020,316,320,362,362,317,341,340,344,127,131,287,295,311,315,186,206,312,337,186,206,325,329,248,248,94,94,170,174
Ccaffra1p11E,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Holfontein",FH-43322,-26.7167,27.6333,na,Wogan et al. 2020,344,344,374,386,353,357,344,348,91,119,303,315,307,311,190,262,317,322,190,262,321,321,232,252,94,94,178,190
Ccaffra1p11F,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Holfontein",FB-03879,-26.7167,27.6333,MT003485,Wogan et al. 2020,312,312,370,394,349,349,340,344,119,127,287,311,319,363,202,234,312,312,202,234,321,321,252,252,106,106,174,190
Ccaffra1p11G,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Holfontein",FH-43309,-26.7167,27.6333,MT003497,Wogan et al. 2020,316,320,370,390,345,349,344,436,123,127,283,291,315,319,230,234,312,317,230,234,325,325,256,256,94,106,174,174
Ccaffra1p11H,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Holfontein",FH-43310,-26.7167,27.6333,MT003532,Wogan et al. 2020,320,320,378,390,361,361,340,344,91,123,287,291,286,295,206,234,307,317,206,234,321,329,240,240,98,106,186,194
Ccaffra1p12A,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Holfontein",FH-21942,-26.7167,27.6333,MT003544,Wogan et al. 2020,316,336,374,394,349,353,340,440,91,99,287,295,303,315,226,226,312,317,226,226,325,325,252,252,94,94,190,190
Ccaffra1p12B,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Holfontein",FH-43209,-26.7167,27.6333,MT003316,Wogan et al. 2020,316,316,378,390,353,361,340,340,99,135,287,295,319,359,246,262,312,317,246,262,321,321,276,276,98,106,178,186
Ccaffra1p12C,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, Holfontein, vanderbijlpark",FH-21877,-26.7167,27.6333,MT003326,Wogan et al. 2020,348,352,390,390,329,349,312,336,119,127,287,291,303,311,202,250,322,322,202,250,321,321,272,272,90,94,170,174
Ccaffra2p1A,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, North West, Bronkhorstfontein, Fochville, NW",FH-21936,-26.7,27.55,MT003474,Wogan et al. 2020,308,320,370,398,349,349,344,348,99,127,295,295,319,319,210,262,312,332,210,262,321,321,268,272,94,98,174,178
Ccaffra2p1B,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, North West, Bronkhorstfontein, Fochville, NW",FH-21770,-26.7,27.55,MT003524,Wogan et al. 2020,324,324,386,386,345,353,348,404,91,127,287,287,286,319,226,230,307,312,226,230,321,321,272,272,102,102,170,170
Ccaffra2p1C,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, North West, Bronkhorstfontein, Fochville, NW",FH-46762,-26.7,27.55,na,Wogan et al. 2020,316,340,362,362,357,373,344,348,127,135,291,291,315,363,238,250,312,337,238,250,321,333,276,276,90,90,178,186
Ccaffra2p1D,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, North West, Bronkhorstfontein, Fochville, NW",FH-43247,-26.7,27.55,MT003475,Wogan et al. 2020,312,320,390,390,341,341,340,344,119,123,287,295,303,307,186,234,322,322,186,234,321,321,272,272,90,98,174,194
Ccaffra2p1E,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, North West, Bronkhorstfontein, Fochville, NW",FH-46759,-26.7,27.55,MT003329,Wogan et al. 2020,316,316,374,386,333,353,348,348,127,127,287,291,311,319,234,250,312,337,234,250,321,325,252,256,94,102,174,174
Ccaffra2p1F,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, North West, Bronkhorstfontein, Fochville, NW",FH-21875,-26.7,27.55,MT003323,Wogan et al. 2020,312,320,378,378,317,317,340,344,99,123,287,319,315,319,190,238,312,337,190,238,325,325,248,252,90,98,190,202
Ccaffra2p1G,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, North West, Bronkhorstfontein, Fochville, NW",FB-00017,-26.7,27.55,MT003422,Wogan et al. 2020,312,344,370,370,353,357,344,348,91,131,287,303,307,311,206,363,317,322,206,262,321,325,232,252,94,110,174,190
Ccaffra2p1H,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, North West, Bronkhorstfontein, Fochville, NW",FH-46763,-26.7,27.55,MT003370,Wogan et al. 2020,316,316,378,390,353,353,340,344,119,123,287,291,315,327,198,242,327,332,198,242,321,321,272,272,102,114,178,186
Ccaffra2p2A,Cossypha caffra caffra,SouthAfrica_Gauteng,South Africa,"Gauteng, North West, Bronkhorstfontein, Fochville, NW",FH-46764,-26.7,27.55,MT003376,Wogan et al. 2020,316,316,386,394,349,353,340,340,127,131,287,291,319,319,198,242,312,322,198,242,325,325,256,256,98,98,166,170
Ccaffra1p12D,Cossypha caffra caffra,SouthAfrica_KwazuluNatal,South Africa,"Kwazulu Natal, Durbanville Nature Gardens",FA-80544,-33.8333,18.6333,MT003433,Wogan et al. 2020,320,320,390,390,317,341,336,336,91,91,287,303,307,331,254,258,307,342,254,258,329,329,256,256,94,102,182,194
Ccaffra4p1A,Cossypha caffra caffra,SouthAfrica_KwazuluNatal,South Africa,"Kwazulu Natal, Goodhope Estate, 9.3 km W Boston",FMNH_390128,-29.66666667,29.96666667,MT003347,Wogan et al. 2020,320,340,386,394,287,353,344,348,91,99,275,283,286,319,222,254,312,327,138,160,321,333,224,272,94,98,182,186
Ccaffra4p1B,Cossypha caffra caffra,SouthAfrica_KwazuluNatal,South Africa,"Kwazulu Natal, Goodhope Estate, 9.3 km W Boston",FMNH_390131,-29.66666667,29.96666667,MT003417,Wogan et al. 2020,320,324,386,386,341,345,340,340,123,139,283,323,286,319,258,262,312,312,-9,-9,325,325,224,224,86,98,174,202
Ccaffra4p1C,Cossypha caffra caffra,SouthAfrica_KwazuluNatal,South Africa,"Kwazulu Natal, Goodhope Estate, 9.3 km W Boston",FMNH_390125,-29.66666667,29.96666667,MT003406,Wogan et al. 2020,316,316,394,394,329,345,344,348,99,135,283,291,307,311,186,266,317,322,138,164,321,325,224,240,98,98,170,170
Ccaffra4p1D,Cossypha caffra caffra,SouthAfrica_KwazuluNatal,South Africa,"Kwazulu Natal, Goodhope Estate, 9.3 km W Boston",FMNH_390127,-29.66666667,29.96666667,MT003400,Wogan et al. 2020,320,320,390,390,287,287,344,344,91,91,291,303,315,315,202,242,312,332,-9,-9,317,317,264,276,90,90,186,190
Ccaffra4p1E,Cossypha caffra caffra,SouthAfrica_KwazuluNatal,South Africa,"Kwazulu Natal, Goodhope Estate, 9.3 km W Boston",FMNH_390126,-29.66666667,29.96666667,MT003442,Wogan et al. 2020,320,336,398,398,305,349,340,344,91,131,299,319,319,323,230,278,312,322,156,164,325,325,224,224,94,102,174,186
Ccaffra2p11H,Cossypha caffra caffra,SouthAfrica_KwazuluNatal,South Africa,"Kwazulu-Natal, Mawelawela Farm, Ladysmith",RSA-105,-28.58167,29.74972,MT003386,Wogan et al. 2020,316,320,378,386,357,373,344,436,91,123,291,291,307,319,206,226,312,322,206,226,329,329,240,284,90,98,170,194
Ccaffra1p12E,Cossypha caffra caffra,SouthAfrica_Limpopo,South Africa,"Limpopo, De Hoek, Woodbush, Tzaneen, NP",FH-43406,-23.8,30.0167,na,Wogan et al. 2020,344,344,370,370,357,373,340,340,91,91,287,299,315,319,186,262,312,317,186,262,317,325,252,280,86,86,174,174
Ccaffra3p1B,Cossypha caffra caffra,SouthAfrica_Limpopo,South Africa,"Limpopo, Magoebaskloof, De Hoek bosbouhuis",FA91843,-23.8139,30.0172,MT003426,Wogan et al. 2020,320,320,374,374,345,353,336,344,99,127,283,283,311,383,242,246,317,322,246,246,325,325,224,268,98,98,174,174
Ccaffra1p12F,Cossypha caffra caffra,SouthAfrica_Limpopo,South Africa,"Limpopo, Nylstroom - Olienhoutstraat 47",FA-62060,-24.7,28.3833,MT003470,Wogan et al. 2020,316,324,374,374,333,373,344,348,99,127,287,291,319,319,190,250,312,312,190,250,321,325,240,240,94,106,174,182
Ccaffra3p6B,Cossypha caffra caffra,SouthAfrica_Mpumalanga,South Africa,"Mpumalanga Prov., Ermelo",GAV-3754,-26.53333333,29.98333333,MT003349,Wogan et al. 2020,320,324,390,390,341,357,344,344,-9,-9,291,291,307,311,222,262,317,317,-9,-9,329,329,-9,-9,-9,-9,174,190
Ccaffra3p6G,Cossypha caffra caffra,SouthAfrica_Mpumalanga,South Africa,"Mpumalanga Prov., Ermelo",JWH-339,-26.53333333,29.98333333,MT003472,Wogan et al. 2020,332,340,378,378,349,361,344,420,91,135,283,283,303,311,230,246,317,342,-9,230,337,337,256,256,-9,-9,170,174
